object_path,format,bytes,rows,columns,column_names,missing_cells,total_cells,missing_rate,status,note
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frefictivetable__frefictivetable.parquet,parquet,990748,87090,6,Id;Gender;DateOfBirth;DateIn;DateOut;Status,0,522540,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freHMD__freHMD.parquet,parquet,36356,1,11,type;label;lambda;year;age;pop.female;pop.male;pop.total;rate.female;rate.male;rate.total,0,11,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freIRSA__freIRSA.parquet,parquet,2426,16,3,year;amount;cap,0,48,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremarine__fremarine.parquet,parquet,42614,1274,19,OccurDate;ReporDate;ShipCateg;ShipBrand;ShipPower;ShipEngNb;ShipEngYear;ShipBuildYear;ShipHull;ShipLength;ShipTonnage;InsuredValue;ClaimPaid;ClaimCharge;ClaimRecourse;ClaimCateg;ClaimStatus;Deductible;Departement,2757,24206,0.1138973808,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1freq0304a__fremotor1freq0304a.parquet,parquet,287436,64234,8,IDpol;Year;Damage;Fire;Other;Theft;TPL;Windscreen,0,513872,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1freq0304b__fremotor1freq0304b.parquet,parquet,286420,64234,8,IDpol;Year;Damage;Fire;Other;Theft;TPL;Windscreen,0,513872,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1freq0304c__fremotor1freq0304c.parquet,parquet,286316,64234,8,IDpol;Year;Damage;Fire;Other;Theft;TPL;Windscreen,0,513872,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1prem0304a__fremotor1prem0304a.parquet,parquet,1163990,51949,30,IDpol;Year;DrivAge;DrivGender;MaritalStatus;BonusMalus;LicenceNb;PayFreq;JobCode;VehAge;VehClass;VehPower;VehGas;VehUsage;Garage;Area;Region;Channel;Marketing;PremWindscreen;PremDamAll;PremFire;PremAcc1;PremAcc2;PremLegal;PremTPLM;PremTPLV;PremServ;PremTheft;PremTot,69896,1558470,0.0448491148,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1prem0304b__fremotor1prem0304b.parquet,parquet,1161730,51949,30,IDpol;Year;DrivAge;DrivGender;MaritalStatus;BonusMalus;LicenceNb;PayFreq;JobCode;VehAge;VehClass;VehPower;VehGas;VehUsage;Garage;Area;Region;Channel;Marketing;PremWindscreen;PremDamAll;PremFire;PremAcc1;PremAcc2;PremLegal;PremTPLM;PremTPLV;PremServ;PremTheft;PremTot,69896,1558470,0.0448491148,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1prem0304c__fremotor1prem0304c.parquet,parquet,1161559,51949,30,IDpol;Year;DrivAge;DrivGender;MaritalStatus;BonusMalus;LicenceNb;PayFreq;JobCode;VehAge;VehClass;VehPower;VehGas;VehUsage;Garage;Area;Region;Channel;Marketing;PremWindscreen;PremDamAll;PremFire;PremAcc1;PremAcc2;PremLegal;PremTPLM;PremTPLV;PremServ;PremTheft;PremTot,69896,1558470,0.0448491148,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1sev0304a__fremotor1sev0304a.parquet,parquet,217636,9246,5,IDpol;OccurDate;Payment;IDclaim;Guarantee,0,46230,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1sev0304b__fremotor1sev0304b.parquet,parquet,217628,9230,5,IDpol;OccurDate;Payment;IDclaim;Guarantee,0,46150,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor1sev0304c__fremotor1sev0304c.parquet,parquet,216989,9213,5,IDpol;OccurDate;Payment;IDclaim;Guarantee,0,46065,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor2freq9907b__fremotor2freq9907b.parquet,parquet,1775643,366354,7,IDpol;Year;NbClaim;Expo;Usage;VehType;VehPower,0,2564478,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor2freq9907u__fremotor2freq9907u.parquet,parquet,1259553,72749,23,IDpol;Usage;VehType;VehPower;NbYear;NbClaim1999;NbClaim2000;NbClaim2001;NbClaim2002;NbClaim2003;NbClaim2004;NbClaim2005;NbClaim2006;NbClaim2007;Expo1999;Expo2000;Expo2001;Expo2002;Expo2003;Expo2004;Expo2005;Expo2006;Expo2007,288387,1673227,0.1723537810,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor2sev9907__fremotor2sev9907.parquet,parquet,348094,56014,3,Year;ClaimAmount;ClaimNb,0,168042,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor3freq9907b__fremotor3freq9907b.parquet,parquet,1777895,365971,7,IDpol;Year;NbClaim;Expo;Usage;VehType;VehPower,0,2561797,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor3freq9907u__fremotor3freq9907u.parquet,parquet,1257473,72749,23,IDpol;Usage;VehType;VehPower;NbYear;NbClaim1999;NbClaim2000;NbClaim2001;NbClaim2002;NbClaim2003;NbClaim2004;NbClaim2005;NbClaim2006;NbClaim2007;Expo1999;Expo2000;Expo2001;Expo2002;Expo2003;Expo2004;Expo2005;Expo2006;Expo2007,288770,1673227,0.1725826801,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor3sev9907__fremotor3sev9907.parquet,parquet,348184,56014,3,Year;ClaimAmount;ClaimNb,0,168042,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor4freq9907b__fremotor4freq9907b.parquet,parquet,1777896,366660,7,IDpol;Year;NbClaim;Expo;Usage;VehType;VehPower,0,2566620,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor4freq9907u__fremotor4freq9907u.parquet,parquet,1259553,72749,23,IDpol;Usage;VehType;VehPower;NbYear;NbClaim1999;NbClaim2000;NbClaim2001;NbClaim2002;NbClaim2003;NbClaim2004;NbClaim2005;NbClaim2006;NbClaim2007;Expo1999;Expo2000;Expo2001;Expo2002;Expo2003;Expo2004;Expo2005;Expo2006;Expo2007,288081,1673227,0.1721709009,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fremotor4sev9907__fremotor4sev9907.parquet,parquet,348184,56014,3,Year;ClaimAmount;ClaimNb,0,168042,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL10__freMPL10.parquet,parquet,238414,22100,21,Exposure;LicAge;RecordBeg;RecordEnd;VehAge;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;ClaimAmount;RiskArea;BonusMalus;ClaimInd,10822,464100,0.0233182504,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL1__freMPL1.parquet,parquet,279311,20600,22,Exposure;LicAge;RecordBeg;RecordEnd;VehAge;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;BonusMalus;VehBody;VehPrice;VehEngine;VehEnergy;VehMaxSpeed;VehClass;ClaimAmount;RiskVar;Garage;ClaimInd,9798,453200,0.0216195940,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL1sub__freMPL1sub.parquet,parquet,104495,12437,18,LicAge;VehAge;sensitive;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;BonusMalus;VehBody;VehPrice;VehEngine;VehEnergy;VehMaxSpeed;VehClass;y;RiskVar;Garage,0,223866,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL2__freMPL2.parquet,parquet,460640,38300,22,Exposure;LicAge;RecordBeg;RecordEnd;VehAge;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;BonusMalus;VehBody;VehPrice;VehEngine;VehEnergy;VehMaxSpeed;VehClass;RiskVar;ClaimAmount;Garage;ClaimInd,17973,842600,0.0213304059,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL3__freMPL3.parquet,parquet,264670,20600,23,Exposure;LicAge;RecordBeg;RecordEnd;VehAge;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;DeducType;BonusMalus;VehBody;VehPrice;VehEngine;VehEnergy;VehMaxSpeed;VehClass;RiskVar;ClaimAmount;Garage;ClaimInd,9798,473800,0.0206796117,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL4__freMPL4.parquet,parquet,324068,26300,23,Exposure;LicAge;RecordBeg;RecordEnd;VehAge;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;DeducType;BonusMalus;VehBody;VehPrice;VehEngine;VehEnergy;VehMaxSpeed;VehClass;RiskVar;ClaimAmount;Garage;ClaimInd,12384,604900,0.0204728054,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL5__freMPL5.parquet,parquet,185733,16000,20,Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd,7839,320000,0.0244968750,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL6__freMPL6.parquet,parquet,356001,32400,20,Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd,15305,648000,0.0236188272,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL7__freMPL7.parquet,parquet,299733,26600,20,Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd,12922,532000,0.0242894737,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL8__freMPL8.parquet,parquet,269138,24000,20,Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd,11853,480000,0.0246937500,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMPL9__freMPL9.parquet,parquet,180057,16200,20,Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd,7812,324000,0.0241111111,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMTPL2freq__freMTPL2freq.parquet,parquet,9159996,677991,12,IDpol;ClaimNb;Exposure;VehPower;VehAge;DrivAge;BonusMalus;VehBrand;VehGas;Area;Density;Region,0,8135892,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMTPL2sev__freMTPL2sev.parquet,parquet,281122,26444,2,IDpol;ClaimAmount,0,52888,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMTPLfreq__freMTPLfreq.parquet,parquet,5065539,413169,10,PolicyID;ClaimNb;Exposure;Power;CarAge;DriverAge;Brand;Gas;Region;Density,0,4131690,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freMTPLsev__freMTPLsev.parquet,parquet,130354,16181,2,PolicyID;ClaimAmount,0,32362,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Ddis10__freP2Ddis10.parquet,parquet,26823,40,37,EntryAge;NbYrSpent0;NbYrSpent1;NbYrSpent2;NbYrSpent3;NbYrSpent4;NbYrSpent5;NbYrSpent6;NbYrSpent7;NbYrSpent8;NbYrSpent9;NbYrSpent10;NbYrSpent11;NbYrSpent12;NbYrSpent13;NbYrSpent14;NbYrSpent15;NbYrSpent16;NbYrSpent17;NbYrSpent18;NbYrSpent19;NbYrSpent20;NbYrSpent21;NbYrSpent22;NbYrSpent23;NbYrSpent24;NbYrSpent25;NbYrSpent26;NbYrSpent27;NbYrSpent28;NbYrSpent29;NbYrSpent30;NbYrSpent31;NbYrSpent32;NbYrSpent33;NbYrSpent34;NbYrSpent35,595,1480,0.4020270270,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Ddisprob10__freP2Ddisprob10.parquet,parquet,27993,40,35,NbYrSpent1;NbYrSpent2;NbYrSpent3;NbYrSpent4;NbYrSpent5;NbYrSpent6;NbYrSpent7;NbYrSpent8;NbYrSpent9;NbYrSpent10;NbYrSpent11;NbYrSpent12;NbYrSpent13;NbYrSpent14;NbYrSpent15;NbYrSpent16;NbYrSpent17;NbYrSpent18;NbYrSpent19;NbYrSpent20;NbYrSpent21;NbYrSpent22;NbYrSpent23;NbYrSpent24;NbYrSpent25;NbYrSpent26;NbYrSpent27;NbYrSpent28;NbYrSpent29;NbYrSpent30;NbYrSpent31;NbYrSpent32;NbYrSpent33;NbYrSpent34;NbYrSpent35,595,1400,0.4250000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Pdis10__freP2Pdis10.parquet,parquet,29779,42,44,EntryAge;NbYrSpent0;NbYrSpent1;NbYrSpent2;NbYrSpent3;NbYrSpent4;NbYrSpent5;NbYrSpent6;NbYrSpent7;NbYrSpent8;NbYrSpent9;NbYrSpent10;NbYrSpent11;NbYrSpent12;NbYrSpent13;NbYrSpent14;NbYrSpent15;NbYrSpent16;NbYrSpent17;NbYrSpent18;NbYrSpent19;NbYrSpent20;NbYrSpent21;NbYrSpent22;NbYrSpent23;NbYrSpent24;NbYrSpent25;NbYrSpent26;NbYrSpent27;NbYrSpent28;NbYrSpent29;NbYrSpent30;NbYrSpent31;NbYrSpent32;NbYrSpent33;NbYrSpent34;NbYrSpent35;NbYrSpent36;NbYrSpent37;NbYrSpent38;NbYrSpent39;NbYrSpent40;NbYrSpent41;NbYrSpent42,0,1848,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Pdis13__freP2Pdis13.parquet,parquet,30605,45,47,EntryAge;NbYrSpent0;NbYrSpent1;NbYrSpent2;NbYrSpent3;NbYrSpent4;NbYrSpent5;NbYrSpent6;NbYrSpent7;NbYrSpent8;NbYrSpent9;NbYrSpent10;NbYrSpent11;NbYrSpent12;NbYrSpent13;NbYrSpent14;NbYrSpent15;NbYrSpent16;NbYrSpent17;NbYrSpent18;NbYrSpent19;NbYrSpent20;NbYrSpent21;NbYrSpent22;NbYrSpent23;NbYrSpent24;NbYrSpent25;NbYrSpent26;NbYrSpent27;NbYrSpent28;NbYrSpent29;NbYrSpent30;NbYrSpent31;NbYrSpent32;NbYrSpent33;NbYrSpent34;NbYrSpent35;NbYrSpent36;NbYrSpent37;NbYrSpent38;NbYrSpent39;NbYrSpent40;NbYrSpent41;NbYrSpent42;NbYrSpent43;NbYrSpent44;NbYrSpent45,0,2115,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Pdisprob10__freP2Pdisprob10.parquet,parquet,8231,1764,3,dim_0;dim_1;value,0,5292,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freP2Pdisprob13__freP2Pdisprob13.parquet,parquet,10959,2025,3,dim_0;dim_1;value,0,6075,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frePF6064__frePF6064.parquet,parquet,2879,108,2,x;lx,0,216,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/frePM6064__frePM6064.parquet,parquet,2882,108,2,x;lx,0,216,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freprojqxINSEE__freprojqxINSEE.parquet,parquet,124490,66,109,Age;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022;F2023;F2024;F2025;F2026;F2027;F2028;F2029;F2030;F2031;F2032;F2033;F2034;F2035;F2036;F2037;F2038;F2039;F2040;F2041;F2042;F2043;F2044;F2045;F2046;F2047;F2048;F2049;F2050;F2051;F2052;F2053;F2054;F2055;F2056;F2057;F2058;F2059;F2060;M2007;M2008;M2009;M2010;M2011;M2012;M2013;M2014;M2015;M2016;M2017;M2018;M2019;M2020;M2021;M2022;M2023;M2024;M2025;M2026;M2027;M2028;M2029;M2030;M2031;M2032;M2033;M2034;M2035;M2036;M2037;M2038;M2039;M2040;M2041;M2042;M2043;M2044;M2045;M2046;M2047;M2048;M2049;M2050;M2051;M2052;M2053;M2054;M2055;M2056;M2057;M2058;M2059;M2060,0,7194,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freptfpermdis__freptfpermdis.parquet,parquet,8812621,1048575,6,PolicyID;BirthDate;Gender;EntryDate;ExitDate;ExitStatus,90244,6291450,0.0143439112,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freptftempdis__freptftempdis.parquet,parquet,3865255,560725,9,Gender;JobType;UWType;JobStopType;BirthDate;OccurDate;EntryDate;ExitDate;JobComebackType,180190,5046525,0.0357057579,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freRegion7526__freRegion7526.parquet,parquet,33583,14,52,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,0,728,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freRegionOld7526__freRegionOld7526.parquet,parquet,36681,23,52,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,0,1196,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Ddis10__freT2Ddis10.parquet,parquet,30587,41,37,EntryAge;NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1517,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Ddisprob10__freT2Ddisprob10.parquet,parquet,33651,41,35,NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1435,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Pdis10__freT2Pdis10.parquet,parquet,25024,42,37,EntryAge;NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1554,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Pdis13__freT2Pdis13.parquet,parquet,32172,42,37,EntryAge;NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1554,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Pdisprob10__freT2Pdisprob10.parquet,parquet,33267,42,36,NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1512,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Pdisprob13__freT2Pdisprob13.parquet,parquet,35293,42,36,NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35,0,1512,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Tdis10__freT2Tdis10.parquet,parquet,32087,47,38,EntryAge;NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35;NbMthSpent36,0,1786,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Tdis13__freT2Tdis13.parquet,parquet,32225,45,38,EntryAge;NbMthSpent0;NbMthSpent1;NbMthSpent2;NbMthSpent3;NbMthSpent4;NbMthSpent5;NbMthSpent6;NbMthSpent7;NbMthSpent8;NbMthSpent9;NbMthSpent10;NbMthSpent11;NbMthSpent12;NbMthSpent13;NbMthSpent14;NbMthSpent15;NbMthSpent16;NbMthSpent17;NbMthSpent18;NbMthSpent19;NbMthSpent20;NbMthSpent21;NbMthSpent22;NbMthSpent23;NbMthSpent24;NbMthSpent25;NbMthSpent26;NbMthSpent27;NbMthSpent28;NbMthSpent29;NbMthSpent30;NbMthSpent31;NbMthSpent32;NbMthSpent33;NbMthSpent34;NbMthSpent35;NbMthSpent36,0,1710,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Tdisprob10__freT2Tdisprob10.parquet,parquet,16309,1692,3,dim_0;dim_1;value,0,5076,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freT2Tdisprob13__freT2Tdisprob13.parquet,parquet,16531,1620,3,dim_0;dim_1;value,0,4860,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTD7377__freTD7377.parquet,parquet,2855,107,2,x;lx,0,214,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTD8890__freTD8890.parquet,parquet,2865,108,2,x;lx,0,216,0.0000000000,verified,Metadata and all row-group footers readable.
